scenario_label,effort_condition,action,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
takeout,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,low,low_risk_share,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low,high_risk_share,6.0,0.0,1.0,0.4,0.4898979485566356,0.06666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high,low_risk_share,0.0,0.0,0.0,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low,low_risk_share,3.0,0.0,0.5,1.55,0.15,0.2583333333333333,6.0,0.0,1.0,9,10,10,1,0,0
basketball,low,high_risk_share,6.0,0.0,1.0,0.1,0.30000000000000004,0.016666666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,high,low_risk_share,3.0,0.0,0.5,6.0,0.0,1.0,6.0,0.0,1.0,9,10,10,1,0,0
basketball,high,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,9,10,10,1,0,0
brunch,low,no_share,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,3.0,0.0,0.5,10,10,10,0,0,0
brunch,low,low_risk_share,0.05,0.15000000000000002,0.008333333333333333,3.05,0.687386354243376,0.5083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
brunch,low,high_risk_share,6.0,0.0,1.0,1.25,0.4031128874149275,0.20833333333333331,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high,no_share,0.0,0.0,0.0,1.95,0.4716990566028302,0.32499999999999996,3.0,0.0,0.5,10,10,10,0,0,0
brunch,high,low_risk_share,0.05,0.15000000000000002,0.008333333333333333,3.81,0.3300000000000001,0.635,6.0,0.0,1.0,10,10,10,0,0,0
brunch,high,high_risk_share,6.0,0.0,1.0,0.9800000000000001,0.5134199061197374,0.16333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.3,10,10,10,0,0,0
birthday,low,low_risk_share,0.0,0.0,0.0,2.5,0.0,0.41666666666666663,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.3,10,10,10,0,0,0
birthday,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low,low_risk_share,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,high,low_risk_share,0.0,0.0,0.0,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.8077747210701757,0.27499999999999997,10,10,10,0,0,0
apples,low,low_risk_share,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.8077747210701757,0.27499999999999997,10,10,10,0,0,0
apples,high,low_risk_share,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
apples,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low,low_risk_share,2.4,1.2,0.39999999999999997,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low,high_risk_share,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high,low_risk_share,2.4,1.2,0.39999999999999997,5.9,0.3,0.9833333333333334,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high,high_risk_share,6.0,0.0,1.0,0.1,0.30000000000000004,0.016666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
driving,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.374772708486752,0.35,10,10,10,0,0,0
driving,low,low_risk_share,0.6,1.2,0.09999999999999999,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
driving,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
driving,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.374772708486752,0.35,10,10,10,0,0,0
driving,high,low_risk_share,0.6,1.2,0.09999999999999999,3.05,0.5678908345800273,0.5083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
driving,high,high_risk_share,6.0,0.0,1.0,1.25,0.25,0.20833333333333331,6.0,0.0,1.0,10,10,10,0,0,0
fair,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
fair,low,low_risk_share,2.5,1.02469507659596,0.41666666666666663,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
fair,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
fair,high,low_risk_share,2.5,1.02469507659596,0.41666666666666663,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
dip,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
dip,low,low_risk_share,0.0,0.0,0.0,1.9,0.19999999999999998,0.31666666666666665,6.0,0.0,1.0,10,10,10,0,0,0
dip,low,high_risk_share,6.0,0.0,1.0,0.9,0.2,0.15,6.0,0.0,1.0,10,10,10,0,0,0
dip,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
dip,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
dip,high,high_risk_share,6.0,0.0,1.0,1.35,0.22912878474779202,0.225,6.0,0.0,1.0,10,10,10,0,0,0
hike,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
hike,low,low_risk_share,3.0,0.0,0.5,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
hike,low,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
hike,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
hike,high,low_risk_share,3.0,0.0,0.5,5.65,0.22912878474779197,0.9416666666666667,6.0,0.0,1.0,10,10,10,0,0,0
hike,high,high_risk_share,6.0,0.0,1.0,0.3,0.24494897427831783,0.049999999999999996,6.0,0.0,1.0,10,10,10,0,0,0
gala,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
gala,low,low_risk_share,1.5,0.5,0.25,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
gala,low,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
gala,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
gala,high,low_risk_share,1.5,0.5,0.25,3.05,0.15,0.5083333333333333,6.0,0.0,1.0,10,10,10,0,0,0
gala,high,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
social,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,low,low_risk_share,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,high,low_risk_share,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,low,low_risk_share,0.0,0.0,0.0,2.15,0.22912878474779202,0.3583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,high_risk_share,6.0,0.0,1.0,1.05,0.15,0.175,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,high_risk_share,6.0,0.0,1.0,1.85,0.22912878474779202,0.30833333333333335,6.0,0.0,1.0,10,10,10,0,0,0
soup,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,low,low_risk_share,2.1,0.3,0.35,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
soup,low,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
soup,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,high,low_risk_share,2.1,0.3,0.35,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
soup,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
wedding,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,low,low_risk_share,2.0,0.0,0.3333333333333333,2.0,0.0,0.3333333333333333,3.0,0.0,0.5,10,10,10,0,0,0
wedding,low,high_risk_share,5.6,0.4898979485566356,0.9333333333333332,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
wedding,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,high,low_risk_share,2.0,0.0,0.3333333333333333,4.5,0.0,0.75,3.0,0.0,0.5,10,10,10,0,0,0
wedding,high,high_risk_share,5.6,0.4898979485566356,0.9333333333333332,2.35,0.895823643358446,0.39166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
